tag-local-identifier,predicted-location-lat,predicted-location-long
223122,0.32022595,-0.022945426
234475,0.14009738,-0.092281155
226506,-0.4852014,0.15034194
226529,0.29967043,-0.15634993
226540,-0.36075777,0.038303956
226549,-0.7994097,1.2131144
234542,-0.65837985,0.2761081
236802,0.5005885,-0.7497543
234487,-0.19673127,0.19374527
236820,-0.41001385,0.100936726
223151,-0.6796544,1.2969953
236832,-0.7531193,0.9189426
236802,0.51257443,-0.7502864
234470,-0.78403217,1.0922264
226534,1.1952134,-1.4953221
223122,0.34549588,-0.026635185
226520,-0.06791652,-0.21742365
236834,0.27128667,-0.11061296
236800,1.942086,-1.8961653
234489,-2.3225276,1.561509
234497,-0.5439883,0.2640037
236820,-0.3935178,0.11082855
236834,0.28721696,-0.10867171
226527,-0.16745806,0.18447979
223155,1.1059396,0.2541498
236800,1.9137745,-1.8559595
236791,-0.32732984,0.054439977
236834,0.31861177,-0.11023379
236856,-0.24213034,0.0924838
226534,1.2588804,-1.5626101
234489,-2.279639,1.5047439
236803,0.7419459,-0.8053286
236862,-0.41919816,0.10591258
223122,0.32026964,-0.0713902
236869,-0.7075212,0.39835864
236889,-0.46125025,0.13845728
236818,1.0421913,0.26023364
234490,0.7380933,-0.70855224
236799,1.7059497,-0.8506964
236826,3.9214017,-3.8113918
234488,0.45051038,-0.6540234
234442,-0.20799059,0.1977414
236864,0.51031613,0.06265353
234556,0.20942968,-0.23614784
226543,-0.6585334,0.98541105
236792,-0.9123809,1.0301609
234497,-0.47707346,0.2442918
234472,-0.33907607,0.09846975
226530,-0.28661022,-0.0036883056
236875,0.10959997,-0.48148048
236837,-0.5535759,0.86671746
226517,0.42996013,2.9275115
236869,-0.68115425,0.35372645
226582,0.93594295,-1.2087063
226529,0.3089432,-0.16044237
236834,0.22097006,-0.063872546
236832,-0.76674193,0.8844696
236841,-0.11935711,0.07737717
234453,0.34028643,-0.47561586
236889,-0.4771371,0.14147659
236850,0.42298102,-0.06590849
226530,-0.32067004,0.032682553
226521,-2.8332012,2.2717628
226521,-2.8525994,2.285743
236850,0.4136958,-0.07264189
236841,-0.17353845,0.073080525
236799,1.7348096,-0.7681314
234512,0.3533374,-0.074568406
234511,0.67413807,-0.91539055
234542,-0.679795,0.29411042
236830,-0.37567267,0.06453122
234497,-0.50156075,0.24123035
226611,-0.7955345,0.3502012
234449,0.97806054,-0.11670666
234486,-2.5156782,1.6238791
234475,0.19285473,-0.07780135
226521,-2.8149836,2.2376113
236845,-0.34715563,0.04426305
236889,-0.4392127,0.109430656
226540,-0.32694373,0.00038455427
234442,-0.1877378,0.19816078
236818,0.98584634,0.18729724
234509,0.42479438,-0.37661582
234442,-0.18313727,0.20581277
234442,-0.20448142,0.1797104
236799,1.7196938,-0.8636677
234522,1.0206692,-1.2974116
234542,-0.6756931,0.29096097
236872,0.052813374,-0.05287634
226582,0.8655408,-1.1148778
226532,-0.31121498,0.0052634403
236889,-0.4798665,0.1371759
234531,-0.661391,0.30529028
236792,-0.89630103,1.0626279
234522,0.88818234,-1.1880893
226529,0.3018787,-0.15531592
226526,-0.25938082,0.1891426
223151,-0.68842334,1.2688342
226540,-0.35812473,0.037802562
234445,-1.3095977,1.1611997
236803,0.7178752,-0.8950285
236844,-0.16766483,0.107372865
226543,-0.6652829,1.04414
226513,-0.9039547,0.533098
234511,0.23054999,-0.20430887
234490,0.7177054,-0.6636806
226526,-0.2808471,0.2291003
236861,0.5979114,2.86907
226611,-0.7764356,0.332704
226543,-0.64454484,1.0280844
234488,0.48889953,-0.6105866
234488,0.44016153,-0.6791092
236861,0.59144384,2.8694987
234490,0.7059686,-0.73208785
236862,-0.48068243,0.14590894
236850,0.47005445,-0.049460575
226549,-0.7767216,1.1971537
236845,-0.29045334,0.009218484
236869,-0.6541372,0.41393703
226527,-0.18734738,0.16527162
234447,1.0238522,-1.1838785
234575,0.38484687,-0.49096048
236861,0.60008144,2.8659763
226529,0.30170143,-0.15262422
236837,-0.6819812,0.29765594
236791,-0.29833764,0.09296256
234591,0.0968397,-0.40267783
236869,-0.70812863,0.34892094
234486,-2.5017934,1.611682
234469,0.13635334,-0.09865688
223122,0.3373704,-0.044790827
234512,0.3467216,-0.06681158
236794,0.09283676,-0.45212418
234469,0.045137204,-0.13762811
223122,0.3160513,-0.07388401
236794,0.0683502,-0.42100662
236834,0.28405887,-0.11120185
226526,-0.28591487,0.17408414
234475,0.12843594,-0.11590802
236875,0.12080165,-0.4553489
234542,-0.70442647,0.31070936
234556,0.3781939,0.014612481
234451,0.2306771,-0.08078495
226506,-0.4552245,0.1312028
226513,-0.9557821,0.6611664
226521,-2.855313,2.2190287
236832,-0.7432223,0.92640066
226520,-0.09062367,-0.20557785
234522,1.0243304,-1.3304733
236846,0.8896106,-1.1645252
226582,0.90688056,-1.1876199
234441,0.30158144,-0.14509475
234531,-0.66305906,0.31058353
236843,-0.37070873,0.62000924
234497,-0.5497932,0.21176068
236841,-0.13335878,0.037895188
236875,0.12741613,-0.45679224
234537,-0.5073482,0.33647424
236846,0.88702065,-1.1373236
226568,0.50259256,-0.70512867
226568,0.49918127,-0.68795854
236818,1.0057602,0.22924767
234475,0.1322419,-0.12358724
226534,1.2252617,-1.513463
234439,-2.314617,1.5358131
234470,-0.795022,1.0434376
234564,0.8256604,-1.0371192
236802,0.50914294,-0.7438401
236844,-0.19142836,0.116017744
236816,-0.7730612,0.33414447
226582,0.91822237,-1.2029706
234452,0.83824,-1.1518364
236803,0.7655166,-0.81974155
234541,0.47599065,-0.57692873
236844,-0.16146271,0.07444157
234490,0.70637053,-0.68705183
236862,-0.4340295,0.114556804
236820,-0.40001768,0.09917535
234489,-2.322779,1.5284464
236844,-0.13672085,0.14781834
236834,0.2922152,-0.11197363
234542,-0.68619627,0.29454964
226526,-0.24457332,0.20076822
234451,0.2595402,-0.069881335
236800,1.9760237,-1.9138992
236889,-0.48127496,0.13704385
234531,-0.6173644,0.37339842
234564,0.805172,-1.0071082
226526,-0.24383539,0.23347516
236862,-0.46776587,0.12606262
226526,-0.2413303,0.19821684
236820,-0.39763558,0.102276966
234452,1.133399,-1.4432868
234469,0.013454117,-0.10805667
236869,-0.7027996,0.37652963
226582,0.91476685,-1.1922356
234545,1.9442422,-1.9088008
226514,0.9432872,-1.0701139
236850,0.47640705,-0.013649374
226513,-0.90170896,0.5119366
236869,-0.7320437,0.36081564
234522,0.98581845,-1.2875552
234556,0.1774993,-0.2847513
236811,-0.29974142,0.14924051
236864,0.5480548,0.093579605
236837,-0.6488171,0.7757149
236816,-0.79590625,0.33768207
234447,0.99665815,-1.1742381
234451,0.26992443,-0.09553665
234542,-0.7260348,0.32190156
234452,0.81123656,-1.0243106
223175,-1.2576976,1.4475071
236865,0.93654996,-0.14459974
236816,-0.81045765,0.3568651
226517,0.39554352,2.925773
236818,1.0195354,0.24064066
236830,-0.4001425,0.0816973
236858,0.31321722,-0.0840181
234564,0.8220699,-1.0531801
236844,-0.11835718,0.0997736
234591,0.11195593,-0.40806484
226532,-0.31470463,0.015809134
236869,-0.7141593,0.37137145
236865,0.9757739,-0.18932907
236799,1.6873436,-0.8077669
236837,-0.67299575,0.30011594
234441,0.3009828,-0.14124851
226540,-0.3352387,-0.0012317523
234468,0.32588798,-0.103795804
226513,-0.7013823,0.42600763
236844,-0.13688001,0.18409868
236837,-0.8163253,0.68328637
236812,0.6965669,-1.1118327
234486,-2.4325233,1.5597576
234497,-0.6072401,0.28710526
234528,1.2746671,-1.6267179
234531,-0.65161216,0.32565123
234564,0.81623334,-0.97290766
236794,0.1038503,-0.44769526
234441,0.34087914,-0.14639558
236816,-0.7644606,0.31194067
234451,0.26096374,-0.0738362
236864,0.5736329,0.083248585
236862,-0.46270585,0.13244207
236885,-0.41974008,0.10781826
236837,-0.6818366,0.2957582
234545,1.9122422,-1.8906523
236834,0.29374546,-0.123191155
234511,0.67977554,-0.9135382
236865,0.9571534,-0.18374085
226611,-0.8007232,0.35774523
234439,-2.2841191,1.5223051
226520,-0.06275843,-0.25458628
236889,-0.43077153,0.11985846
226534,1.2402625,-1.5218965
236861,0.59802586,2.870894
236865,0.96080405,-0.20734137
234475,0.15670294,-0.095419616
234469,-0.051584445,-0.021505415
236811,-0.30787197,0.1502889
226514,0.9503986,-1.1090646
226582,0.898361,-1.1926435
226543,-0.6471325,1.0288306
226549,-0.8397106,1.1419358
236875,0.12099109,-0.47132522
236865,1.0452685,-0.17203459
234531,-0.6350906,0.32184708
236818,1.0346675,0.24685849
226513,-0.8745013,0.51750934
236861,0.60281616,2.8718722
236812,0.7321133,-1.1535624
234470,-0.7818324,1.0856091
236843,-0.3424575,0.5824413
236792,-0.97147334,0.9698826
226527,-0.2235195,0.1245531
226521,-2.8203113,2.2038383
236830,-0.36041784,0.06309168
223151,-0.69494164,1.278439
236850,0.5194998,-0.0057287887
226520,-0.056711704,-0.23050383
226549,-0.84516233,1.16702
226506,-0.5412846,0.18832768
223155,1.0808065,0.26070493
234489,-2.3116293,1.5228629
226554,-1.0602871,1.7437202
234564,0.83585554,-1.0548731
234488,0.46445996,-0.6780946
236812,0.69463867,-1.1207058
236812,0.7119197,-1.0971019
234556,0.19249693,-0.24092254
236794,0.121428244,-0.44403654
226514,0.94053453,-1.1561595
236826,3.8623421,-3.7679763
236830,-0.37560546,0.07412864
234591,0.13271701,-0.4333955
223151,-0.65575445,1.2695404
236818,1.0961645,0.263637
226520,-0.117829144,-0.22305794
236816,-0.7695803,0.33822584
236792,-0.9012885,1.035417
234469,0.071151786,-0.09147349
234480,-2.6153615,1.699766
226568,0.49138564,-0.7111386
234489,-2.2640512,1.533703
234486,-2.4983923,1.6082753
226513,-0.65288025,0.45660603
236812,0.6850431,-1.1337279
223122,0.31156778,-0.081824355
236811,-0.28577822,0.15566312
236865,1.0318416,-0.13673806
236803,0.7942926,-0.8371038
226520,-0.08949578,-0.22998762
234449,1.0067005,-0.12608531
234545,1.8945065,-1.8732306
236856,-0.27161318,0.07699175
234453,0.28795603,-0.46638578
234449,1.0029877,-0.074103236
226506,-0.43099284,0.13688345
226568,0.46726865,-0.65137714
234447,0.9768637,-1.1165735
236830,-0.36764652,0.056870475
234531,-0.64347863,0.3452989
236820,-0.4293263,0.11000627
236850,0.4275934,-0.06825905
236862,-0.4436476,0.121610686
234469,0.05257044,-0.072600394
226530,-0.36012366,0.04243712
234591,0.12595639,-0.41169626
236850,0.46097153,-0.053976797
234468,0.29514548,-0.106816076
236826,3.9208844,-3.8134599
234488,0.45134646,-0.6065517
236850,0.49477232,-0.062608525
236850,0.47442788,-0.02045963
234472,-0.33719298,0.07889226
223122,0.34799367,-0.02695816
236826,3.9170992,-3.8093357
234564,0.82719386,-1.0402186
234473,-0.84800625,0.9063661
234545,1.8933275,-1.9079448
236869,-0.6593285,0.3288983
223175,-1.2495285,1.4982601
226517,0.42719555,2.9256377
234488,0.44968778,-0.649683
236885,-0.33532673,0.095015004
236862,-0.4493026,0.12375061
234472,-0.32836854,0.077701196
223122,0.33522752,-0.07217459
236791,-0.36866868,0.066358194
234472,-0.3331453,0.11305253
234488,0.4859054,-0.63455296
236889,-0.48085985,0.14458777
234545,1.6858907,-1.4595035
234556,0.18975651,-0.2923959
226526,-0.26493287,0.22122525
226513,-0.8751352,0.5658108
234468,0.24956423,-0.14705135
236872,0.05959987,-0.078635216
234488,0.49858218,-0.7028475
234556,0.19145244,-0.28162268
236872,0.06298875,-0.083418004
226532,-0.3822563,0.0463728
234488,0.44035906,-0.66136014
236872,0.042814188,-0.087979585
234488,0.42853874,-0.586147
234468,0.3149495,-0.11341767
226568,0.4386533,-0.60374427
236865,0.96595186,-0.15987061
223122,0.3581853,-0.03151962
226549,-0.7861878,1.177473
226513,-0.88255495,0.597553
234497,-0.5845937,0.23102157
223122,0.29875395,-0.05500145
236869,-0.69685864,0.3466854
226514,0.9935625,-1.1397251
236792,-0.92214423,1.0206088
236816,-0.75127333,0.32501537
236800,1.9695997,-1.9190658
226582,0.9346476,-1.2169245
236862,-0.46427375,0.13767852
226526,-0.2208057,0.22799598
236816,-0.7722929,0.32876092
234545,1.9009683,-1.893999
236865,1.0438113,-0.19119526
236845,-0.36958307,0.057830006
236811,-0.28208554,0.14232041
234468,0.23480555,-0.16591635
234575,0.27715993,-0.14337349
236818,1.0068566,0.24625318
236837,-0.53144747,0.84445965
234475,0.120364495,-0.11128125
236845,-0.30716622,0.018275604
234511,0.6529015,-0.8661401
234441,0.3342365,-0.13565603
234447,1.0016978,-1.1741866
226549,-0.80277807,1.2175175
226529,0.30208212,-0.16088012
234545,1.8805027,-1.8659327
236837,-0.5126551,0.914173
234547,0.29588354,-0.040802456
226568,0.49511534,-0.6705085
226549,-0.8210747,1.2180105
226540,-0.3498413,0.026117235
226526,-0.26964188,0.1939957
226568,0.45692652,-0.57507765
236844,-0.19077069,0.094550535
226530,-0.34066725,0.039440498
236826,3.9296124,-3.8185267
234451,0.2150723,-0.10757195
234512,0.35339195,-0.08198505
236845,-0.34194392,0.040603146
236791,-0.32513168,0.05642371
234489,-2.3409104,1.561917
234541,0.48490012,-0.63397026
234564,0.8182089,-1.0115921
236792,-0.93909365,1.0146703
234542,-0.6683431,0.2782297
234480,-2.635905,1.719541
236791,-0.33558968,0.04452616
234497,-0.64314234,0.28010523
234447,0.97660047,-1.1219119
234591,0.1294334,-0.41611564
236799,1.6978728,-0.8353574
223122,0.324332,-0.042205647
234451,0.23331207,-0.1144452
236830,-0.37605402,0.067722306
234522,0.9013389,-1.1915803
236850,0.42513,-0.059535272
236844,-0.1541669,0.14544268
236861,0.59699446,2.8635464
236830,-0.39883065,0.08291219
226506,-0.46612823,0.1441377
236869,-0.7058568,0.37712705
236832,-0.74953824,0.92701495
234528,1.2443807,-1.596524
234531,-0.62985975,0.3819729
234575,0.30331105,-0.25904727
236841,-0.13308705,0.07525237
234497,-0.6336524,0.35669
226513,-0.86879635,0.5950413
236832,-0.749312,0.9305661
223155,1.1050649,0.3044765
236846,0.89180833,-1.1762426
236858,0.2831233,-0.1086389
234542,-0.6860424,0.29929757
236872,0.048016287,-0.05858063
234447,0.79874665,-0.94884294
236872,0.008105837,-0.06518132
234449,0.9886642,-0.10463771
236845,-0.30285347,0.015918389
236816,-0.7815932,0.32063913
236850,0.44381213,-0.058808982
234441,0.33828363,-0.10915682
236820,-0.41303703,0.10148269
234451,0.27354544,-0.10800307
236818,1.027036,0.20287262
226530,-0.35841826,0.053367034
234472,-0.35695577,0.075817585
234497,-0.5687178,0.2213095
234541,0.46622914,-0.613353
234591,0.118894435,-0.4269606
234531,-0.6387235,0.32932562
234490,0.7154223,-0.7294613
236858,0.33792555,-0.06869371
234447,0.9734431,-1.1391687
236846,0.8789716,-1.1350476
236862,-0.410704,0.09885791
234531,-0.6366466,0.29671848
226530,-0.3490464,0.045497715
234441,0.29176027,-0.1479369
236830,-0.3990776,0.082635805
223122,0.29344273,-0.059894413
226530,-0.3755666,0.04672669
234468,0.2713737,-0.1513511
226611,-0.76831764,0.32830977
236875,0.09862142,-0.4585818
226611,-0.7981215,0.3399099
234442,-0.15870708,0.22120957
236858,0.3130616,-0.1078887
234468,0.33568,-0.111735284
236791,-0.36554167,0.0711845
226611,-0.77900946,0.33852655
234486,-2.5077662,1.617621
234512,0.3636405,-0.069788456
236858,0.31297606,-0.07642318
236837,-0.6723113,0.7729439
226543,-0.68448055,1.0084256
234531,-0.63718396,0.33506376
234472,-0.32221934,0.069092035
234547,0.28022814,-0.041210108
236803,0.7679172,-0.884627
236861,0.6096474,2.8657265
234468,0.33038402,-0.089556605
236812,0.7587831,-1.156511
236812,0.74627525,-1.1459183
236861,0.58208716,2.866903
236872,-0.10692579,-0.01185748
236818,0.97449535,0.22400422
226582,0.92206174,-1.2034229
236830,-0.38335115,0.074157715
234497,-0.6240457,0.371826
236826,3.8939025,-3.7892075
234480,-2.6617112,1.7563809
226549,-0.8232053,1.1632501
234475,0.1444012,-0.106065795
234575,0.36100513,-0.3381591
236837,-0.54143006,0.89387834
236872,0.069903426,-0.080783896
236803,0.7690272,-0.86869264
236802,0.49079108,-0.6811889
236850,0.41378802,-0.07750383
236820,-0.41963872,0.111782774
226517,0.40644675,2.9270997
236830,-0.3537188,0.06224455
236843,-0.43099406,0.5984621
226521,-2.8111455,2.1791778
234545,1.9082215,-1.8775427
234488,0.44532996,-0.64567274
236858,0.33336124,-0.07488386
234497,-0.64905554,0.3176415
236858,0.29270044,-0.12060114
226529,0.3081295,-0.15890093
236865,0.98036605,-0.13808317
226529,0.3130499,-0.15618068
234442,-0.22607172,0.16532482
226549,-0.7780362,1.2076186
226516,-0.30499166,0.1571344
236844,-0.17000404,0.10988884
234441,0.3130187,-0.14078741
236812,0.694374,-1.1117035
236889,-0.43812636,0.120835975
236792,-0.88467777,1.0357023
236820,-0.38554987,0.08543979
236832,-0.09457322,0.70422816
234542,-0.70307547,0.3097319
226532,-0.3849545,0.053719416
236803,0.73266405,-0.88705385
236832,-0.7849117,0.8730451
236843,-0.38109082,0.6132265
236846,0.9099882,-1.1915768
234470,-0.7850197,1.0244315
236844,-0.14291477,0.13924207
234556,0.19090036,-0.24526082
234575,0.3700197,-0.39742482
236872,0.049781017,-0.06220229
236841,-0.17909,0.030149534
234542,-0.70675164,0.308846
236843,-0.3894618,0.5463348
236864,0.53559744,0.058513775
234470,-0.8250265,1.0012497
234451,0.28583238,-0.09883064
236812,0.7291631,-1.1528848
236812,0.6540108,-1.0959871
236889,-0.4484734,0.12387845
226543,-0.70315206,0.9761411
236865,0.94254047,-0.17479548
236803,0.7362492,-0.89093786
234537,-0.5269584,0.3018493
236792,-0.8999527,1.0616363
226514,0.9566149,-1.1178756
226543,-0.67098296,1.0458187
236845,-0.34063765,0.044845596
234497,-0.51280993,0.19454925
226530,-0.31487435,0.022833303
234468,0.33340287,-0.13081624
234488,0.4704196,-0.6070488
234512,0.33999515,-0.0856224
236889,-0.49005193,0.14641388
236875,0.12083807,-0.49871886
234469,0.06559708,-0.10555901
223175,-1.2015344,1.5001827
236837,-0.54581887,0.85446274
226529,0.30567598,-0.15805478
236846,0.8729307,-1.1437727
234541,0.4812215,-0.6338322
226530,-0.36698356,0.034583002
236841,0.00562004,0.040142834
226530,-0.34994733,0.04093963
236803,0.77701765,-0.87408113
236802,0.5196484,-0.7659633
234497,-0.5510722,0.22023393
236837,-0.8133727,0.72327477
234564,0.8016421,-1.022498
236872,0.02772417,-0.07225564
234480,-2.6268165,1.7236158
236885,-0.39653084,0.09822242
234453,0.26524466,-0.3832336
236803,0.77945507,-0.8586417
236837,-0.50920755,0.7092893
236889,-0.45080286,0.12869062
234497,-0.49620345,0.24068077
234470,-0.7876077,1.0920314
236826,3.9256113,-3.8161945
234451,0.26399457,-0.11697364
236832,-0.11462692,0.65304315
236802,0.4821244,-0.6975826
236862,-0.4655822,0.13438483
234488,0.48221672,-0.6649834
234591,0.1217243,-0.399907
234442,-0.20115691,0.19514339
234545,1.9567237,-1.9407922
234449,0.9780596,-0.13512382
236837,-0.5915297,0.840029
234528,1.2514164,-1.5971187
234591,0.12270587,-0.40734047
236875,0.11927668,-0.45028704
236837,-0.67408043,0.29649496
234475,0.12353822,-0.085294925
226520,-0.08256592,-0.22991152
234472,-0.3376824,0.10807957
223175,-1.2446394,1.5202872
236832,-0.77288675,0.8999505
226534,1.2507672,-1.5767244
226534,1.266412,-1.5499896
234453,0.3131292,-0.42689782
234452,0.8197035,-1.055725
236845,-0.30279928,0.029678643
234512,0.36183283,-0.08804922
236875,0.12234279,-0.4481917
236846,0.8945282,-1.159284
223151,-1.8370177,1.3950032
226514,0.9505845,-1.1609296
226529,0.2996785,-0.15325025
236841,-0.021175206,0.10041745
226517,0.41773933,2.9335582
234547,0.31319067,-0.016803004
234472,-0.3457493,0.10606478
236841,-0.011425644,0.03697224
234490,0.7353192,-0.68712425
236889,-0.45203906,0.13683395
236794,0.10886473,-0.42420447
234547,0.28195894,-0.07071893
236820,-0.38819572,0.1133572
223175,-1.2361832,1.4989997
234475,0.20574796,-0.06316484
234490,0.72161573,-0.76150835
234447,0.9921966,-1.1599219
234531,-0.6283817,0.35235757
234486,-2.4733362,1.5742875
234489,-2.3083813,1.5153147
236845,-0.30839488,0.011720195
236818,1.0674111,0.23059253
236875,0.1126743,-0.46924436
236864,0.5393527,0.060020834
234591,-0.0038101748,-0.33006686
234591,0.0012203231,-0.31950933
226520,-0.10443202,-0.21610832
236794,0.10868684,-0.45581865
236885,-0.41690052,0.104726985
234488,0.46411377,-0.6029163
236830,-0.41229963,0.09027417
