duck_id,base_timestamp,forecast_day,forecast_timestamp,start_lat,start_lon,forecast_lat,forecast_lon
247299,2025-04-06 23:17:29,1,2025-04-07 23:17:29,48.15971755981445,-97.74226379394533,48.15240859985352,-97.7429428100586
247299,2025-04-06 23:17:29,2,2025-04-08 23:17:29,48.15971755981445,-97.74226379394533,48.15144729614258,-97.72344207763672
247299,2025-04-06 23:17:29,3,2025-04-09 23:17:29,48.15971755981445,-97.74226379394533,48.14566421508789,-97.69874572753906
247299,2025-04-06 23:17:29,4,2025-04-10 23:17:29,48.15971755981445,-97.74226379394533,48.14531707763672,-97.69835662841795
247299,2025-04-06 23:17:29,5,2025-04-11 23:17:29,48.15971755981445,-97.74226379394533,48.14476776123047,-97.69822692871094
247299,2025-04-06 23:17:29,6,2025-04-12 23:17:29,48.15971755981445,-97.74226379394533,48.14482116699219,-97.69818878173828
247299,2025-04-06 23:17:29,7,2025-04-13 23:17:29,48.15971755981445,-97.74226379394533,48.1447868347168,-97.69801330566406
247300,2025-04-06 23:59:09,1,2025-04-07 23:59:09,37.06755065917969,-89.14167022705078,37.05858612060547,-89.14520263671875
247300,2025-04-06 23:59:09,2,2025-04-08 23:59:09,37.06755065917969,-89.14167022705078,37.07297897338867,-89.13643646240234
247300,2025-04-06 23:59:09,3,2025-04-09 23:59:09,37.06755065917969,-89.14167022705078,37.06758117675781,-89.14195251464844
247300,2025-04-06 23:59:09,4,2025-04-10 23:59:09,37.06755065917969,-89.14167022705078,37.06721496582031,-89.14193725585938
247300,2025-04-06 23:59:09,5,2025-04-11 23:59:09,37.06755065917969,-89.14167022705078,37.06742858886719,-89.1419677734375
247300,2025-04-06 23:59:09,6,2025-04-12 23:59:09,37.06755065917969,-89.14167022705078,37.06721115112305,-89.14167022705078
247300,2025-04-06 23:59:09,7,2025-04-13 23:59:09,37.06755065917969,-89.14167022705078,37.07017517089844,-89.13380432128906
247301,2025-04-06 23:49:56,1,2025-04-07 23:49:56,43.49050521850586,-91.89013671875,43.490421295166016,-91.89019012451172
247301,2025-04-06 23:49:56,2,2025-04-08 23:49:56,43.49050521850586,-91.89013671875,43.490264892578125,-91.89006805419922
247301,2025-04-06 23:49:56,3,2025-04-09 23:49:56,43.49050521850586,-91.89013671875,43.49015808105469,-91.88985443115234
247301,2025-04-06 23:49:56,4,2025-04-10 23:49:56,43.49050521850586,-91.89013671875,43.490501403808594,-91.8895034790039
247301,2025-04-06 23:49:56,5,2025-04-11 23:49:56,43.49050521850586,-91.89013671875,43.49080657958984,-91.88933563232422
247301,2025-04-06 23:49:56,6,2025-04-12 23:49:56,43.49050521850586,-91.89013671875,43.49072265625,-91.88967895507812
247301,2025-04-06 23:49:56,7,2025-04-13 23:49:56,43.49050521850586,-91.89013671875,43.48964309692383,-91.89054107666016
247302,2025-04-06 23:47:03,1,2025-04-07 23:47:03,42.95798110961914,-95.67534637451172,42.9608268737793,-95.6776351928711
247302,2025-04-06 23:47:03,2,2025-04-08 23:47:03,42.95798110961914,-95.67534637451172,42.95903396606445,-95.67620849609376
247302,2025-04-06 23:47:03,3,2025-04-09 23:47:03,42.95798110961914,-95.67534637451172,42.95870971679688,-95.67605590820312
247302,2025-04-06 23:47:03,4,2025-04-10 23:47:03,42.95798110961914,-95.67534637451172,42.95753860473633,-95.6760711669922
247302,2025-04-06 23:47:03,5,2025-04-11 23:47:03,42.95798110961914,-95.67534637451172,42.9581413269043,-95.67533111572266
247302,2025-04-06 23:47:03,6,2025-04-12 23:47:03,42.95798110961914,-95.67534637451172,42.95804977416992,-95.67549896240234
247302,2025-04-06 23:47:03,7,2025-04-13 23:47:03,42.95798110961914,-95.67534637451172,42.95783996582031,-95.6755142211914
247304,2025-04-06 23:11:24,1,2025-04-07 23:11:24,45.2081298828125,-90.78691864013672,45.2208251953125,-90.7804718017578
247304,2025-04-06 23:11:24,2,2025-04-08 23:11:24,45.2081298828125,-90.78691864013672,45.2341194152832,-90.76280975341795
247304,2025-04-06 23:11:24,3,2025-04-09 23:11:24,45.2081298828125,-90.78691864013672,45.23412704467773,-90.762939453125
247304,2025-04-06 23:11:24,4,2025-04-10 23:11:24,45.2081298828125,-90.78691864013672,45.23426055908203,-90.76300811767578
247304,2025-04-06 23:11:24,5,2025-04-11 23:11:24,45.2081298828125,-90.78691864013672,45.234256744384766,-90.76302337646484
247304,2025-04-06 23:11:24,6,2025-04-12 23:11:24,45.2081298828125,-90.78691864013672,45.23440933227539,-90.76201629638672
247304,2025-04-06 23:11:24,7,2025-04-13 23:11:24,45.2081298828125,-90.78691864013672,45.234336853027344,-90.7631378173828
247288,2025-04-06 23:57:43,1,2025-04-07 23:57:43,41.776023864746094,-91.72053527832033,41.77568435668945,-91.7213897705078
247288,2025-04-06 23:57:43,2,2025-04-08 23:57:43,41.776023864746094,-91.72053527832033,41.776123046875,-91.72032928466795
247288,2025-04-06 23:57:43,3,2025-04-09 23:57:43,41.776023864746094,-91.72053527832033,41.77629470825195,-91.72008514404295
247288,2025-04-06 23:57:43,4,2025-04-10 23:57:43,41.776023864746094,-91.72053527832033,41.77619552612305,-91.7197265625
247288,2025-04-06 23:57:43,5,2025-04-11 23:57:43,41.776023864746094,-91.72053527832033,41.77650833129883,-91.71900939941406
247288,2025-04-06 23:57:43,6,2025-04-12 23:57:43,41.776023864746094,-91.72053527832033,41.77622604370117,-91.71896362304688
247288,2025-04-06 23:57:43,7,2025-04-13 23:57:43,41.776023864746094,-91.72053527832033,41.7763786315918,-91.7190170288086
