event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-height,battery-charge-percent,battery-charging-current,external-temperature,gps:hdop,gps:satellite-count,gps-time-to-fix,ground-speed,heading,height-above-msl,import-marked-outlier,gls:light-level,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,orn:transmission-protocol,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
36159450916,TRUE,58:54.0,-89.47999573,36.13464355,51,198,1038,0,92,0,28,0.9,8,34.48,0,201,52,FALSE,30,1.268,-1.42,-0.528,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450917,TRUE,58:30.0,-89.48213959,36.13078308,17,193,1026,0,92,0,30,1.4,6,11.25,0,167,-170,FALSE,6,1.59,-1.797,-0.467,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450918,TRUE,58:33.0,-89.4779129,36.13490295,18,-166,1014,0,92,0,30,1.6,5,13.47,0,168,103,FALSE,17,0.973,-1.591,-0.481,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450919,TRUE,58:28.0,-89.48196411,36.1335907,8,275,983,0,92,0,31,1.1,7,9.32,0.277777778,240,94,FALSE,5,1.279,-1.426,-0.528,GPRS,4104,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450920,TRUE,58:28.0,-89.48075104,36.13339615,442,342,879,0,92,0,30,1.1,7,9.38,0,22,107,FALSE,18,1.335,-1.676,-0.557,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450921,TRUE,58:28.0,-89.48075867,36.13367462,-96,338,975,0,92,0,31,1,9,9.35,0,242,17,FALSE,41,1.274,-1.417,-0.534,GPRS,4104,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450922,TRUE,58:29.0,-89.48140717,36.13397217,-23,343,987,0,92,0,32,1,8,10.37,0,95,112,FALSE,23,1.256,-1.495,-0.56,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450923,TRUE,58:29.0,-89.48084259,36.13373947,50,346,987,0,92,0,33,1.4,6,10.29,0,289,101,FALSE,27,1.253,-1.565,-0.554,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450924,TRUE,58:33.0,-89.48267365,36.15219116,256,-223,997,0,92,0,27,1.2,6,13.54,0,130,12,FALSE,10,0.93,-1.688,-0.462,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450925,TRUE,58:44.0,-89.4825058,36.15258026,75,277,999,0,92,0,28,0.7,12,24.7,0,298,22,FALSE,15,1.475,-1.425,-0.494,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450926,TRUE,58:36.0,-89.48332214,36.15330124,75,208,1030,0,92,0,28,1,6,16.64,0,118,22,FALSE,12,1.489,-1.873,-0.484,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450927,TRUE,58:36.0,-89.48265076,36.15295029,-95,316,991,0,91,0,30,1.3,6,16.57,0,325,139,FALSE,16,1.639,-1.433,-0.402,GPRS,4096,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450928,TRUE,58:36.0,-89.4827652,36.15287399,68,133,994,0,92,0,28,1.1,6,16.59,0,110,113,FALSE,14,1.497,-1.857,-0.472,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450929,TRUE,58:31.0,-89.48226929,36.15312958,-350,118,966,0,91,0,28,1.1,7,12.28,0,341,79,FALSE,12,1.596,-1.479,-0.44,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450930,TRUE,58:28.0,-89.48257446,36.1531105,228,269,988,0,91,0,28,1.2,6,9.27,0,358,126,FALSE,13,1.662,-1.691,-0.44,GPRS,4096,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450931,TRUE,58:28.0,-89.48271179,36.15306091,126,21,1054,0,91,0,29,1,7,9.23,0,281,108,FALSE,15,1.541,-1.664,-0.522,GPRS,4096,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450932,TRUE,58:28.0,-89.48165131,36.1532135,63,-262,1672,0,91,0,25,1.1,7,9.24,10,172,166,FALSE,5,0.951,-1.796,-0.436,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450933,TRUE,58:28.0,-89.47989655,36.15371323,-5,155,1025,0,91,0,29,1,8,9.22,0,312,102,FALSE,351,1.146,-1.678,-0.542,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36159450934,TRUE,58:28.0,-89.47975159,36.15444183,21,-247,1035,0,91,0,26,0.9,8,9.27,0,225,76,FALSE,474,1.14,-1.86,-0.483,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117114,TRUE,58:44.0,-89.48020935,36.15456009,2,228,1025,0,91,0,28,0.7,12,24.64,0,271,-57,FALSE,1,1.386,-1.392,-0.474,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117115,TRUE,58:59.0,-89.48003387,36.15419006,40,208,1024,0,90,0,30,0.9,9,39.61,0,112,71,FALSE,16,1.291,-1.425,-0.508,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117116,TRUE,58:30.0,-89.48020172,36.15428162,55,207,1027,0,90,1,29,1.2,7,10.73,0,281,82,FALSE,3,1.635,-1.69,-0.447,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117117,TRUE,58:30.0,-89.48016357,36.15416336,-51,326,981,0,90,0,28,0.8,8,10.78,0.277777778,165,92,FALSE,51,1.308,-1.384,-0.514,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117118,TRUE,58:59.0,-89.48007202,36.15432739,1,226,1038,0,91,0,31,1,9,39.62,0,45,53,FALSE,53,1.641,-1.608,-0.428,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117119,TRUE,58:27.0,-89.47996521,36.15440369,-123,-123,1029,0,91,0,30,0.9,9,8.28,0,337,100,FALSE,56,1.378,-1.752,-0.556,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117120,TRUE,58:28.0,-89.48007202,36.15416718,-82,243,1010,0,91,0,31,0.9,8,9.27,0.277777778,308,109,FALSE,6,1.553,-1.404,-0.419,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117121,TRUE,58:40.0,-89.4797821,36.1543808,45,202,1039,0,91,0,31,0.9,10,20.82,0,146,166,FALSE,333,1.18,-1.73,-0.542,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117122,TRUE,58:28.0,-89.48041534,36.15472794,-2,-363,986,0,90,0,29,0.8,8,9.37,0,274,59,FALSE,2,1.313,-1.758,-0.539,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117123,TRUE,58:40.0,-89.47598267,36.15583801,114,-577,873,0,90,0,31,0.6,15,20.95,0,110,57,FALSE,20,0.819,-1.548,-0.295,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117124,TRUE,58:44.0,-89.47605896,36.15562439,242,86,1021,0,91,0,33,0.9,12,24.86,0.277777778,319,61,FALSE,32,1.591,-1.697,-0.479,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117125,TRUE,58:40.0,-89.47626495,36.15580368,-142,76,1027,0,91,0,32,0.8,13,20.94,0,320,75,FALSE,23,1.478,-1.752,-0.517,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117126,TRUE,58:44.0,-89.47642517,36.15573883,-202,81,1008,0,90,0,33,0.9,9,24.87,0,323,118,FALSE,30,1.482,-1.729,-0.519,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117127,TRUE,58:47.0,-89.47612,36.15552902,240,37,1022,0,90,0,31,0.9,10,27.85,0,332,109,FALSE,20,1.274,-1.513,-0.55,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117128,TRUE,58:45.0,-89.47547913,36.15539551,-174,86,1021,0,90,0,33,1.6,9,25.92,0,157,153,FALSE,28,1.472,-1.738,-0.524,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117129,TRUE,58:59.0,-89.47595978,36.15555191,54,85,1014,0,90,0,31,0.8,9,39.76,0,5,67,FALSE,22,1.429,-1.463,-0.518,GPRS,4088,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117130,TRUE,58:44.0,-89.47594452,36.15550613,-163,126,1018,0,90,0,33,0.7,11,24.74,0,149,84,FALSE,27,1.597,-1.492,-0.454,GPRS,4088,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117131,TRUE,58:44.0,-89.47590637,36.15545654,-18,-124,1041,0,90,0,31,0.7,12,24.9,0,313,87,FALSE,23,1.004,-1.66,-0.494,GPRS,4088,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117132,TRUE,58:45.0,-89.47572327,36.15594482,243,97,1018,0,89,0,34,0.8,11,25.84,0,71,10,FALSE,33,1.574,-1.64,-0.484,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117133,TRUE,58:50.0,-89.47550201,36.15529633,264,23,1024,0,89,0,27,1,9,30.84,0,345,40,FALSE,11,1.465,-1.925,-0.477,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117134,TRUE,58:59.0,-89.47569275,36.15550232,-162,-508,900,0,88,0,29,0.9,9,39.68,0,225,114,FALSE,15,0.841,-1.549,-0.32,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117135,TRUE,58:27.0,-89.4758606,36.15546799,20,-218,1023,0,89,0,30,0.7,10,8.23,0,346,85,FALSE,18,1.011,-1.788,-0.452,GPRS,4082,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117136,TRUE,58:27.0,-89.48239899,36.15245819,13,251,1038,0,88,0,27,1.1,7,8.18,0.277777778,19,91,FALSE,394,1.639,-1.595,-0.451,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117137,TRUE,58:28.0,-89.48014832,36.15338516,74,168,1036,0,88,0,27,0.9,8,9.27,0,33,102,FALSE,55,1.197,-1.487,-0.558,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117138,TRUE,58:28.0,-89.48012543,36.15317154,-56,266,1012,0,88,0,30,0.9,8,9.27,0.277777778,42,41,FALSE,437,1.627,-1.523,-0.434,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117139,TRUE,58:27.0,-89.48040009,36.15300369,187,262,998,0,89,0,33,1.1,8,8.28,0,120,11,FALSE,45,1.257,-1.872,-0.498,GPRS,4082,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117140,TRUE,59:13.0,-89.48062134,36.1530571,7,225,1019,0,89,1,32,1,10,53.83,0,141,67,FALSE,368,1.494,-1.402,-0.463,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117141,TRUE,58:38.0,-89.48049164,36.15323639,8,185,1034,0,89,12,32,1,8,18.81,0.277777778,156,132,FALSE,20,1.158,-1.615,-0.539,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117142,TRUE,58:29.0,-89.48048401,36.15307999,526,-123,904,0,92,0,31,1,8,10.27,0.277777778,81,93,FALSE,112,1.431,-2.003,-0.379,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117143,TRUE,58:44.0,-89.48064423,36.15326691,111,268,1016,0,92,0,31,1.3,8,24.85,0.277777778,41,73,FALSE,13,1.618,-1.6,-0.446,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117144,TRUE,58:30.0,-89.48097229,36.15322876,6,251,1016,0,92,0,29,2,5,11.26,1.666666667,123,85,FALSE,83,1.615,-1.551,-0.447,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117145,TRUE,58:44.0,-89.48021698,36.15388107,22,188,1039,0,92,0,31,1.2,5,25.31,0,279,84,FALSE,19,1.13,-1.639,-0.556,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117146,TRUE,58:45.0,-89.48126984,36.15318298,68,228,1047,0,92,0,32,1.4,7,25.89,0,103,27,FALSE,28,1.406,-1.872,-0.489,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117147,TRUE,58:28.0,-89.4745636,36.15501785,-32,-453,946,0,92,0,29,1.1,5,9.34,0,270,-502,FALSE,14,0.841,-1.601,-0.367,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117148,TRUE,58:29.0,-89.47644043,36.15512466,-118,-475,908,0,92,0,30,1.7,5,10.27,0,98,295,FALSE,19,0.837,-1.628,-0.364,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36174117149,TRUE,58:43.0,-89.47544098,36.15532303,246,20,1014,0,92,0,31,1.1,9,23.95,0,333,15,FALSE,23,1.145,-1.924,-0.441,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264568,TRUE,58:29.0,-89.47580719,36.15529251,-50,-135,1032,0,91,0,33,1,7,10.21,0,252,94,FALSE,30,1.36,-1.405,-0.505,GPRS,4096,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264569,TRUE,58:29.0,-89.47567749,36.15550613,178,66,1034,0,89,0,30,1.4,6,10.27,0,149,108,FALSE,19,1.525,-1.874,-0.452,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264570,TRUE,58:28.0,-89.47547913,36.15542984,-179,85,1016,0,89,0,32,1,7,9.29,0,356,56,FALSE,27,1.185,-1.329,-0.467,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264571,TRUE,58:28.0,-89.4758606,36.15526962,240,58,1021,0,90,0,33,0.9,8,9.31,0,82,83,FALSE,29,1.451,-1.55,-0.522,GPRS,4088,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264572,TRUE,58:36.0,-89.47571564,36.1554718,195,-6,1037,0,89,0,31,1.3,6,16.82,0,23,141,FALSE,22,1.159,-1.915,-0.459,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264573,TRUE,58:28.0,-89.4739151,36.15559769,-192,75,1017,0,89,0,30,1.7,6,9.27,0.277777778,170,221,FALSE,16,1.106,-1.382,-0.485,GPRS,4082,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264574,TRUE,58:27.0,-89.47550201,36.15539551,-222,65,1009,0,89,0,28,0.9,9,8.28,0,336,67,FALSE,13,1.185,-1.302,-0.476,GPRS,4082,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264575,TRUE,58:27.0,-89.4756546,36.15527725,211,-511,918,0,89,0,27,1.2,7,8.29,0,357,81,FALSE,9,0.823,-1.688,-0.341,GPRS,4082,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264576,TRUE,58:28.0,-89.47592926,36.15542603,212,43,1028,0,89,0,30,1.1,6,9.22,0,136,60,FALSE,19,1.073,-1.766,-0.496,GPRS,4082,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264577,TRUE,58:30.0,-89.55374908,36.11630249,437,39,922,0,88,0,19,1,6,11.29,0,139,93,FALSE,0,1.101,-1.731,-0.564,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264578,TRUE,58:45.0,-89.55456543,36.11545944,63,-682,791,0,88,0,25,1.8,5,25.85,0,231,122,FALSE,478,0.882,-1.407,-0.364,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264579,TRUE,58:44.0,-89.55493164,36.11558151,-99,-529,878,0,88,0,29,1.3,7,25.05,0,79,5,FALSE,34,0.951,-1.327,-0.366,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264580,TRUE,58:57.0,-89.5555954,36.11518478,-205,-588,811,0,88,0,27,0.9,9,38.08,0,346,39,FALSE,40,0.891,-1.336,-0.308,GPRS,4079,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264581,TRUE,58:44.0,-89.55614471,36.11566544,-195,-41,1024,0,89,0,32,0.8,12,25.16,0,346,71,FALSE,314,1.45,-1.681,-0.544,GPRS,4082,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264582,TRUE,58:44.0,-89.55608368,36.11566925,52,-209,1028,0,91,0,34,0.9,10,25.16,0,2,65,FALSE,1421,0.994,-1.502,-0.444,GPRS,4096,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264583,TRUE,58:43.0,-89.55613708,36.11556625,145,-66,1040,0,92,3,34,0.8,11,24.19,0,78,70,FALSE,936,1.044,-1.601,-0.496,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264584,TRUE,58:48.0,-89.55678558,36.11556244,-19,173,1031,0,92,0,32,1,10,29.09,0,46,36,FALSE,933,1.244,-1.824,-0.52,GPRS,4104,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264585,TRUE,58:44.0,-89.55635834,36.1158905,-104,6,1031,0,92,0,32,1.6,7,25.05,0.555555556,296,98,FALSE,59,1.482,-1.741,-0.516,GPRS,4104,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264586,TRUE,58:45.0,-89.55662537,36.11629105,-139,-39,1030,0,93,0,33,1.2,8,26.05,0,170,194,FALSE,694,1.441,-1.749,-0.524,GPRS,4107,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264587,TRUE,58:45.0,-89.55583954,36.11566162,343,65,990,0,92,0,30,1,7,26.02,0,300,195,FALSE,15,1.469,-1.988,-0.418,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264588,TRUE,58:59.0,-89.55615234,36.11570358,-109,-143,1024,0,92,0,32,0.8,10,40.05,0,294,59,FALSE,597,1.382,-1.736,-0.537,GPRS,4104,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264589,TRUE,58:29.0,-89.47590637,36.15555191,156,-395,959,0,92,0,23,0.9,7,10.27,0,37,132,FALSE,2,1.29,-1.637,-0.586,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264590,TRUE,58:38.0,-89.47576904,36.15532684,-200,75,1013,0,92,0,30,1.6,6,18.93,0,306,73,FALSE,17,1.324,-1.289,-0.454,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264591,TRUE,58:59.0,-89.47579193,36.15550995,-276,-27,987,0,92,0,29,0.9,10,40.04,0,326,76,FALSE,17,1.504,-1.424,-0.475,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264592,TRUE,58:28.0,-89.47568512,36.15548325,-165,82,1024,0,92,0,31,1.6,6,9.2,0.277777778,85,83,FALSE,22,1.178,-1.721,-0.556,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264593,TRUE,58:37.0,-89.47564697,36.15550995,-222,128,1001,0,92,0,31,1.1,7,17.99,0,193,101,FALSE,22,1.159,-1.629,-0.567,GPRS,4099,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264594,TRUE,58:30.0,-89.47584534,36.15546036,264,111,1009,0,91,0,30,0.9,8,11.22,0,266,87,FALSE,17,1.12,-1.801,-0.498,GPRS,4096,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264595,TRUE,58:50.0,-89.47646332,36.15600204,141,233,1014,0,91,0,29,0.8,11,31.12,0.277777778,330,71,FALSE,15,1.558,-1.864,-0.44,GPRS,4096,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264596,TRUE,58:44.0,-89.47629547,36.15598297,13,259,1001,0,91,0,28,1,9,25.06,0.277777778,219,52,FALSE,12,1.171,-1.682,-0.579,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264597,TRUE,58:44.0,-89.47580719,36.15569305,98,-56,1047,0,91,0,27,0.9,11,25.2,0,305,59,FALSE,10,1.487,-1.586,-0.544,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264598,TRUE,58:59.0,-89.47579193,36.15546799,-200,-53,1031,0,90,0,28,0.7,11,40.11,0,97,81,FALSE,12,1.081,-1.342,-0.471,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264599,TRUE,58:26.0,-89.47576904,36.15541077,221,46,1019,0,90,0,30,1.1,8,7.3,0,316,79,FALSE,17,1.453,-1.941,-0.466,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264600,TRUE,58:27.0,-89.47583771,36.15546036,32,257,1003,0,91,0,27,1.4,6,8.19,0.555555556,194,70,FALSE,10,1.607,-1.81,-0.479,GPRS,4093,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264601,TRUE,58:30.0,-89.48090363,36.15350723,17,244,1014,0,90,0,20,1,7,11.26,0,140,103,FALSE,0,1.142,-1.625,-0.6,GPRS,4088,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264602,TRUE,58:39.0,-89.48069763,36.15344238,-99,306,1013,0,89,0,27,1.2,6,20.11,0.277777778,4,78,FALSE,335,1.638,-1.59,-0.45,GPRS,4085,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36187264603,TRUE,58:47.0,-89.55540466,36.11585617,67,-640,839,0,90,0,26,1.2,7,28.33,0,325,24,FALSE,241,0.932,-1.405,-0.416,GPRS,4088,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250681,TRUE,58:44.0,-89.55606079,36.11575317,-119,-149,1027,0,90,0,28,0.8,12,25.29,0,223,126,FALSE,138,1.136,-1.338,-0.46,GPRS,4090,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250682,TRUE,58:31.0,-89.55615234,36.11565781,2,-662,768,0,92,0,35,0.9,9,12.4,0,334,122,FALSE,673,0.826,-1.47,-0.268,GPRS,4102,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250683,TRUE,58:44.0,-89.55584717,36.11557007,229,32,1027,0,94,0,30,0.6,14,25.33,0,107,51,FALSE,1114,1.188,-1.519,-0.553,GPRS,4116,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250684,TRUE,58:59.0,-89.55587006,36.1155777,-3,-250,1020,0,94,3,30,0.8,11,40.28,0,334,78,FALSE,1033,1.137,-1.386,-0.49,GPRS,4116,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250685,TRUE,58:44.0,-89.5559845,36.11573792,-118,40,1027,0,95,0,32,1.2,9,25.12,0,145,67,FALSE,1477,1.339,-1.809,-0.54,GPRS,4121,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250686,TRUE,58:44.0,-89.55576324,36.11542892,-126,-620,825,0,96,0,26,1.5,7,25.16,0,192,73,FALSE,1354,1.104,-1.719,-0.557,GPRS,4124,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250687,TRUE,58:39.0,-89.55625916,36.11590195,235,2,1020,0,96,0,32,1.7,5,20.13,0.277777778,334,90,FALSE,408,1.104,-1.583,-0.551,GPRS,4124,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250688,TRUE,59:05.0,-89.55618286,36.11594391,131,18,1031,0,95,0,29,1.4,6,46.12,0,79,192,FALSE,87,1.203,-1.473,-0.556,GPRS,4121,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250689,TRUE,58:38.0,-89.55607605,36.11572266,229,135,1016,0,95,0,33,0.9,8,19.15,0,51,116,FALSE,1,1.194,-1.559,-0.571,GPRS,4121,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250690,TRUE,58:28.0,-89.50691223,36.13022232,97,-31,1072,0,95,0,26,0.8,9,9.25,0.277777778,193,68,FALSE,14,1.089,-1.8,-0.531,GPRS,4119,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250691,TRUE,58:27.0,-89.50692749,36.12996292,118,121,1027,0,95,0,27,1.4,8,8.23,0,28,51,FALSE,9,1.107,-1.594,-0.587,GPRS,4119,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250692,TRUE,58:28.0,-89.480896,36.15319061,33,255,1017,0,94,0,27,0.8,10,9.29,0,157,91,FALSE,10,1.516,-1.854,-0.493,GPRS,4116,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250693,TRUE,58:28.0,-89.48132324,36.15318298,68,-261,1021,0,94,0,25,1.8,7,9.21,0.277777778,354,116,FALSE,3,1.028,-1.406,-0.509,GPRS,4116,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250694,TRUE,58:28.0,-89.48071289,36.15320969,46,259,1021,0,94,0,25,1.6,6,9.21,0.277777778,43,103,FALSE,6,1.183,-1.71,-0.593,GPRS,4116,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
36209250695,TRUE,58:29.0,-89.48083496,36.1532135,92,275,996,0,94,0,26,1.1,7,10.22,0,83,55,FALSE,6,1.278,-1.443,-0.586,GPRS,4113,gps,Anas platyrhynchos,247279,WLR-238-M-YR3,Mallard Connectivity
