event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-height,battery-charge-percent,battery-charging-current,external-temperature,gps:hdop,gps:satellite-count,gps-time-to-fix,ground-speed,heading,height-above-msl,import-marked-outlier,gls:light-level,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,orn:transmission-protocol,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
36171390966,TRUE,45:53.0,-98.61737823,48.34912872,152,217,1048,0,85,0,31,0.8,12,38.74,0,179,450,FALSE,0,-0.183,0.371,-0.613,GPRS,4057,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390967,TRUE,45:21.0,-98.61729431,48.34899902,120,243,1043,0,83,0,31,1.2,7,7.62,0.555555556,138,450,FALSE,0,-0.092,0.155,-0.569,GPRS,4049,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390968,TRUE,45:44.0,-98.61810303,48.34903717,98,201,1053,0,83,0,29,1.2,9,29.68,0,109,445,FALSE,0,-0.197,0.076,-0.615,GPRS,4049,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390969,TRUE,45:44.0,-98.61859894,48.34888458,424,199,997,0,83,0,31,1.4,6,29.66,0,225,448,FALSE,0,-0.101,0.136,-0.593,GPRS,4049,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390970,TRUE,45:44.0,-98.61833191,48.34896851,451,218,994,0,83,0,30,1,8,29.64,0,178,443,FALSE,0,-0.093,0.122,-0.583,GPRS,4046,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390971,TRUE,45:54.0,-98.61778259,48.34903717,93,168,1069,0,83,0,24,1.2,8,39.61,0,54,468,FALSE,0,-0.194,0.368,-0.602,GPRS,4046,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390972,TRUE,45:44.0,-98.61739349,48.34909058,129,257,1024,0,82,0,31,1.8,6,29.58,0,325,458,FALSE,0,-0.326,0.058,-0.64,GPRS,4043,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390973,TRUE,45:44.0,-98.61837769,48.34912109,167,-8,1053,0,81,0,28,1.1,6,29.55,0,289,452,FALSE,0,-0.59,0.295,-0.651,GPRS,4038,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390974,TRUE,45:45.0,-98.6173172,48.34912109,136,311,1015,0,81,0,32,1.1,5,30.53,0,67,446,FALSE,0,-0.356,0.321,-0.648,GPRS,4038,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390975,TRUE,45:53.0,-98.61737823,48.34909058,133,285,1030,0,80,0,33,1.1,9,38.52,0,308,459,FALSE,0,-0.328,0.075,-0.642,GPRS,4032,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390976,TRUE,45:22.0,-98.61737061,48.34905624,112,251,1036,0,80,0,33,1.9,5,7.61,0,40,439,FALSE,0,-0.159,0.058,-0.615,GPRS,4030,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390977,TRUE,45:44.0,-98.61734009,48.34912109,13,261,1038,0,80,0,30,1.5,8,29.44,0,219,447,FALSE,0,-0.405,0.386,-0.652,GPRS,4027,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390978,TRUE,45:53.0,-98.61798096,48.35007477,142,280,1027,0,80,0,28,1.2,8,38.41,0,80,450,FALSE,0,-0.374,0.104,-0.629,GPRS,4030,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390979,TRUE,45:22.0,-98.61750793,48.34879684,-57,359,1000,0,80,0,17,1.4,5,7.6,0,51,437,FALSE,559,-0.18,0.483,-0.528,GPRS,4030,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390980,TRUE,45:45.0,-98.61753082,48.34847641,97,-4,1088,0,81,0,22,1.7,6,30.38,0,26,464,FALSE,2,-0.544,0.146,-0.623,GPRS,4038,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390981,TRUE,45:45.0,-98.61828613,48.34915924,-178,203,1038,0,82,0,21,1,7,30.36,0,72,459,FALSE,15,-0.254,0.25,-0.617,GPRS,4041,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390982,TRUE,45:45.0,-98.590271,48.34496307,-4,-130,1068,0,83,0,27,1.5,5,30.35,0,195,454,FALSE,81,-0.316,0.313,-0.634,GPRS,4046,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390983,TRUE,45:53.0,-98.59037018,48.34502029,-178,246,1017,0,81,0,32,1,7,38.26,0,56,460,FALSE,211,-0.43,0.349,-0.656,GPRS,4038,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390984,TRUE,45:45.0,-98.59073639,48.34492874,207,228,1044,0,75,0,32,1.8,5,30.3,0.277777778,27,398,FALSE,640,-0.153,0.023,-0.58,GPRS,4002,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390985,TRUE,45:45.0,-98.6182785,48.34880447,69,119,1061,0,76,3,24,1.8,6,30.29,0,189,448,FALSE,101,-0.366,0.064,-0.619,GPRS,4005,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390986,TRUE,45:53.0,-98.61849976,48.34926987,172,188,1059,0,80,0,24,1.9,7,38.25,0,352,472,FALSE,41,-0.132,0.154,-0.58,GPRS,4030,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390987,TRUE,45:45.0,-98.61922455,48.34880066,156,233,1013,0,81,1,25,1,7,30.24,0,274,451,FALSE,640,-0.082,0.316,-0.556,GPRS,4035,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390988,TRUE,45:53.0,-98.61885834,48.34958649,162,46,1073,0,82,0,24,1.5,5,38.21,0,15,446,FALSE,10,-0.577,0.196,-0.632,GPRS,4043,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390989,TRUE,45:53.0,-98.61872101,48.34949875,130,-100,1078,0,82,0,23,2,6,38.2,0,96,483,FALSE,0,-0.471,0.076,-0.619,GPRS,4041,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390990,TRUE,45:45.0,-98.59087372,48.34525681,-119,162,1055,0,81,0,26,1,7,30.19,0,324,454,FALSE,0,-0.257,0.191,-0.64,GPRS,4035,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390991,TRUE,45:45.0,-98.59088898,48.34527969,-117,303,1010,0,80,0,31,0.7,10,30.18,0,56,460,FALSE,0,-0.134,0.196,-0.609,GPRS,4027,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390992,TRUE,45:45.0,-98.59082794,48.34537888,328,266,1011,0,79,0,28,1.5,5,30.13,0,213,456,FALSE,0,-0.117,0.001,-0.547,GPRS,4024,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390993,TRUE,45:53.0,-98.59078217,48.34539413,429,124,1011,0,79,0,29,1.1,7,38.11,0,351,439,FALSE,0,-0.473,0.159,-0.657,GPRS,4024,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390994,TRUE,45:29.0,-98.59083557,48.34533691,148,-286,1045,0,78,0,26,1.5,4,14.08,0,160,447,FALSE,0,-0.657,0.394,-0.589,GPRS,4018,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390995,TRUE,45:44.0,-98.59086609,48.34531784,189,-206,1046,0,78,0,30,1.1,7,29.08,0,157,446,FALSE,0,-0.486,0.005,-0.612,GPRS,4018,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390996,TRUE,45:45.0,-98.59100342,48.34530258,22,41,1073,0,78,0,26,1.8,4,30.04,0,237,456,FALSE,0,-0.577,0.284,-0.639,GPRS,4018,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390997,TRUE,45:45.0,-98.59082031,48.34534073,-24,178,1057,0,78,0,28,0.9,7,30.04,0,131,477,FALSE,0,-0.492,0.339,-0.643,GPRS,4018,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390998,TRUE,45:46.0,-98.5907135,48.34542084,-359,-86,1111,0,77,0,31,1.3,4,31,0,333,417,FALSE,0,-0.581,0.338,-0.638,GPRS,4013,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171390999,TRUE,45:46.0,-98.59078979,48.34534836,174,-3,1080,0,77,0,27,1.4,4,30.99,0,199,434,FALSE,0,-0.339,0.03,-0.616,GPRS,4010,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391000,TRUE,45:53.0,-98.59085083,48.34534454,79,123,1067,0,77,0,26,0.8,11,37.97,0,113,455,FALSE,0,-0.521,0.322,-0.643,GPRS,4010,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391001,TRUE,45:22.0,-98.59088135,48.34535217,225,-128,1069,0,77,0,21,1,8,7.61,0,161,457,FALSE,0,-0.418,0.343,-0.642,GPRS,4010,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391002,TRUE,45:30.0,-98.58950043,48.34431839,115,285,1025,0,77,0,27,1.5,5,14.91,0,289,450,FALSE,0,-0.304,0.068,-0.633,GPRS,4013,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391003,TRUE,45:28.0,-98.58895874,48.34447479,137,232,1052,0,76,0,28,1.7,4,12.89,0,129,446,FALSE,378,-0.268,0.388,-0.625,GPRS,4007,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391004,TRUE,45:53.0,-98.61914063,48.35051346,146,171,1060,0,77,0,24,1.2,7,37.89,0,333,443,FALSE,101,-0.233,0.07,-0.6,GPRS,4010,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391005,TRUE,45:44.0,-98.60870361,48.34837341,585,38,926,0,78,5,23,1.1,9,28.88,0.277777778,83,436,FALSE,43,-0.323,0.264,-0.635,GPRS,4016,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391006,TRUE,45:45.0,-98.61815643,48.35000992,379,158,1024,0,81,0,28,1.4,6,29.85,0,145,453,FALSE,65,-0.479,0.154,-0.656,GPRS,4035,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391007,TRUE,45:45.0,-98.61812592,48.34997177,362,177,1027,0,80,0,29,1.1,7,29.84,0,218,438,FALSE,84,-0.467,0.155,-0.648,GPRS,4030,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391008,TRUE,45:45.0,-98.6169281,48.34836578,148,-198,1058,0,81,1,25,1.7,5,29.81,0,273,450,FALSE,126,-0.457,0.404,-0.653,GPRS,4035,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391009,TRUE,46:14.0,-98.61568451,48.34752274,449,51,1006,0,84,1,29,1.9,6,58.8,0.833333333,21,444,FALSE,49,-0.525,0.128,-0.643,GPRS,4054,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391010,TRUE,45:44.0,-98.61546326,48.34721375,142,-77,1076,0,86,3,28,1.2,8,28.77,0,122,446,FALSE,107,-0.595,0.342,-0.642,GPRS,4068,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391011,TRUE,45:44.0,-98.61559296,48.34738922,-230,175,1051,0,88,5,32,1.2,7,28.76,0,294,484,FALSE,97,-0.239,0.242,-0.657,GPRS,4079,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391012,TRUE,45:45.0,-98.61563873,48.34739685,55,-23,1078,0,89,0,27,1.9,5,29.73,0,191,468,FALSE,388,-0.507,0.446,-0.618,GPRS,4082,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391013,TRUE,45:44.0,-98.59051514,48.3449707,231,179,1109,0,90,0,23,1.2,5,28.72,0,231,458,FALSE,8,-0.288,0.019,-0.575,GPRS,4087,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391014,TRUE,45:54.0,-98.59079742,48.34534073,418,229,993,0,88,0,30,1.1,6,38.68,0,251,454,FALSE,0,-0.246,0.237,-0.64,GPRS,4079,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391015,TRUE,45:34.0,-98.59078217,48.34537506,405,313,974,0,87,0,32,1.9,5,18.65,0,40,446,FALSE,0,-0.269,0.22,-0.646,GPRS,4071,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391016,TRUE,45:59.0,-98.59088135,48.34534073,-88,185,1047,0,87,0,29,1.4,9,43.65,0.277777778,265,455,FALSE,0,-0.274,0.166,-0.648,GPRS,4071,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391017,TRUE,45:44.0,-98.5909729,48.34528732,-160,192,1035,0,86,0,30,1.2,8,28.62,0.277777778,223,451,FALSE,0,-0.267,0.191,-0.659,GPRS,4068,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391018,TRUE,45:53.0,-98.59091187,48.3453331,75,-108,1085,0,86,0,26,2,7,37.59,0,63,449,FALSE,0,-0.431,0.065,-0.624,GPRS,4068,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391019,TRUE,45:47.0,-98.59200287,48.34482574,87,164,1037,0,86,0,28,1.4,5,31.49,0.277777778,213,388,FALSE,0,-0.402,0.416,-0.64,GPRS,4063,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391020,TRUE,45:45.0,-98.59072113,48.34541702,183,33,1073,0,82,0,23,1.6,4,29.55,0,216,588,FALSE,0,-0.499,0.368,-0.638,GPRS,4041,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391021,TRUE,45:45.0,-98.59087372,48.34539413,-57,208,1053,0,82,0,28,1,6,29.56,0,236,437,FALSE,0,-0.394,0.481,-0.611,GPRS,4043,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391022,TRUE,46:05.0,-98.59092712,48.34533691,159,195,1069,0,81,0,30,1.7,6,49.51,0.277777778,347,457,FALSE,0,-0.157,0.088,-0.605,GPRS,4038,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391023,TRUE,45:24.0,-98.59066772,48.34529114,105,280,1034,0,81,0,30,1.7,5,8.62,0,193,466,FALSE,0,-0.427,0.252,-0.664,GPRS,4035,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391024,TRUE,45:42.0,-98.59078979,48.34517288,137,282,1035,0,80,0,29,1.2,5,26.47,0,287,471,FALSE,0,-0.291,0.059,-0.621,GPRS,4032,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391025,TRUE,45:53.0,-98.59088135,48.34519958,136,304,1020,0,80,0,32,1.1,8,37.45,0,350,455,FALSE,2,-0.388,0.158,-0.659,GPRS,4030,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391026,TRUE,45:32.0,-98.59806824,48.38076401,184,-199,526,0,80,0,19,1.6,4,16.38,28.61111111,6,546,FALSE,298,-0.378,0.121,-0.625,GPRS,4032,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391027,TRUE,45:32.0,-98.61546326,48.348629,-147,-19,1070,0,82,0,26,1.8,4,16.39,0,186,443,FALSE,311,-0.593,0.327,-0.623,GPRS,4041,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391028,TRUE,45:53.0,-98.61712646,48.34890366,133,221,1036,0,81,0,25,1.9,6,37.39,0,153,449,FALSE,3,-0.47,0.276,-0.649,GPRS,4038,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391029,TRUE,45:44.0,-98.61817169,48.3489418,43,182,1070,0,83,0,21,1.2,7,28.38,0,342,429,FALSE,27,-0.204,0.175,-0.579,GPRS,4046,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391030,TRUE,45:53.0,-98.6177063,48.34960175,132,213,1056,0,84,0,30,1.4,6,37.35,0,114,441,FALSE,40,-0.451,0.195,-0.659,GPRS,4054,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391031,TRUE,45:30.0,-98.61762238,48.34957123,114,243,1041,0,83,0,31,1.7,4,14.31,0,12,465,FALSE,208,-0.39,0.11,-0.643,GPRS,4046,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391032,TRUE,45:55.0,-98.61758423,48.34960175,122,255,1037,0,83,0,32,1.1,7,39.31,0,179,432,FALSE,677,-0.43,0.288,-0.655,GPRS,4049,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391033,TRUE,45:44.0,-98.6185379,48.3499794,131,117,1046,0,83,0,31,1.6,5,28.25,0.555555556,240,430,FALSE,408,-0.323,0.047,-0.629,GPRS,4049,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391034,TRUE,45:45.0,-98.6198349,48.35067368,285,244,1010,0,86,3,26,1.9,7,29.22,0.277777778,335,450,FALSE,53,-0.092,0.21,-0.565,GPRS,4063,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391035,TRUE,45:45.0,-98.61930847,48.35060501,299,-50,1048,0,86,0,30,1.1,7,29.21,0,47,434,FALSE,13,-0.527,-0.023,-0.581,GPRS,4065,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391036,TRUE,45:35.0,-98.62015533,48.35113144,130,163,1039,0,86,0,25,1.3,5,19.19,0,45,442,FALSE,346,-0.48,0.212,-0.657,GPRS,4065,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391037,TRUE,45:24.0,-98.61643982,48.35040283,182,230,1050,0,86,0,26,1,7,8.64,0.555555556,140,662,FALSE,0,-0.448,0.281,-0.648,GPRS,4065,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391038,TRUE,45:27.0,-98.61734772,48.348629,167,259,1041,0,86,0,30,0.9,9,11.17,0,358,389,FALSE,0,-0.406,0.111,-0.665,GPRS,4063,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391039,TRUE,45:24.0,-98.61734772,48.34904861,168,269,1031,0,85,0,32,1.2,7,8.64,0,323,306,FALSE,0,-0.376,0.32,-0.659,GPRS,4057,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391040,TRUE,45:25.0,-98.6173172,48.34878922,92,255,1041,0,85,0,32,1.5,7,9.63,0,63,457,FALSE,0,-0.24,0.056,-0.614,GPRS,4057,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391041,TRUE,45:25.0,-98.61653137,48.34840393,128,273,1035,0,85,0,29,1,7,9.63,0,106,509,FALSE,0,-0.093,0.13,-0.578,GPRS,4057,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391042,TRUE,45:33.0,-98.61720276,48.34951019,82,224,1053,0,85,0,27,1.1,7,17.03,0,99,443,FALSE,0,-0.359,0.409,-0.634,GPRS,4060,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391043,TRUE,45:27.0,-98.61775208,48.34915161,5,284,1028,0,84,0,32,1,8,11.03,0,65,437,FALSE,0,-0.389,0.376,-0.642,GPRS,4054,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391044,TRUE,45:23.0,-98.61715698,48.34898758,-11,299,1026,0,84,0,33,1.1,7,7.64,0,53,263,FALSE,0,-0.328,0.437,-0.615,GPRS,4052,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391045,TRUE,45:24.0,-98.61631012,48.34876633,91,267,1035,0,84,0,31,1.3,6,8.63,0,7,226,FALSE,0,-0.394,0.134,-0.667,GPRS,4052,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391046,TRUE,45:23.0,-98.61681366,48.34899139,133,248,1041,0,84,0,31,0.8,9,7.64,0.277777778,351,418,FALSE,0,-0.153,0.077,-0.597,GPRS,4052,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391047,TRUE,45:23.0,-98.61708069,48.34868622,146,72,1064,0,84,0,27,1.1,7,7.64,0.277777778,8,391,FALSE,0,-0.366,0.045,-0.62,GPRS,4054,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391048,TRUE,45:23.0,-98.61695862,48.3487587,444,171,996,0,84,0,30,1.2,6,7.63,0,166,419,FALSE,0,-0.291,-0.13,-0.534,GPRS,4052,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391049,TRUE,45:30.0,-98.61737823,48.34898376,109,209,1054,0,84,0,30,1.3,5,13.86,0,180,466,FALSE,0,-0.331,0.051,-0.636,GPRS,4052,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391050,TRUE,45:32.0,-98.6182785,48.35031128,203,308,974,0,83,0,24,1.1,4,15.83,0,329,425,FALSE,0,-0.212,0.37,-0.601,GPRS,4049,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391051,TRUE,45:31.0,-98.61885071,48.35044098,135,232,1069,0,84,0,24,1,5,14.83,0.555555556,246,421,FALSE,184,-0.374,0.068,-0.622,GPRS,4054,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391052,TRUE,45:53.0,-98.61920929,48.35044479,56,181,1067,0,84,0,21,0.8,12,36.88,0.277777778,71,446,FALSE,6,-0.434,0.426,-0.635,GPRS,4054,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391053,TRUE,45:23.0,-98.57987976,48.37214661,107,141,1071,0,86,0,25,1,8,7.64,0.277777778,80,461,FALSE,252,-0.49,0.312,-0.66,GPRS,4063,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36171391054,TRUE,45:28.0,-98.57954407,48.37154388,535,178,964,0,85,5,31,0.9,7,11.8,0,108,471,FALSE,195,-0.187,0.137,-0.633,GPRS,4060,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036204,TRUE,45:32.0,-98.58078766,48.37236786,213,229,1045,0,87,0,35,1,6,15.77,0.277777778,85,506,FALSE,391,-0.211,0.331,-0.627,GPRS,4071,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036205,TRUE,45:44.0,-98.58151245,48.37282562,110,196,1078,0,86,1,24,1,10,27.84,0.277777778,317,517,FALSE,115,-0.232,0.096,-0.582,GPRS,4065,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036206,TRUE,45:44.0,-98.5796051,48.37202072,154,200,1120,0,87,0,22,1,10,27.84,0,190,439,FALSE,236,-0.416,0.079,-0.636,GPRS,4074,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036207,TRUE,45:44.0,-98.57946014,48.37171555,82,39,1074,0,90,0,26,0.6,15,27.82,0,31,446,FALSE,17,-0.369,0.084,-0.631,GPRS,4087,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036208,TRUE,45:45.0,-98.5802536,48.37234497,42,163,1064,0,88,0,30,0.8,11,28.81,0.277777778,358,458,FALSE,0,-0.289,0.095,-0.652,GPRS,4076,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036209,TRUE,45:53.0,-98.58158112,48.3721199,53,111,1039,0,87,0,29,0.8,9,36.76,0.277777778,316,383,FALSE,0,-0.214,0.105,-0.634,GPRS,4071,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036210,TRUE,45:44.0,-98.5898056,48.34516144,238,-483,967,0,90,0,16,0.7,11,27.74,0.277777778,2,448,FALSE,1,-0.864,0.192,-0.466,GPRS,4087,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036211,TRUE,45:28.0,-98.58940887,48.34538651,321,-16,1057,0,89,0,23,0.9,9,11.62,0,53,576,FALSE,0,-0.381,-0.041,-0.59,GPRS,4082,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036212,TRUE,45:51.0,-98.58914185,48.34392929,251,12,1206,0,88,0,21,1,9,34.65,0.555555556,96,405,FALSE,0,-0.256,0.217,-0.628,GPRS,4076,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036213,TRUE,45:59.0,-98.5892334,48.34456635,343,-279,1018,0,88,0,22,1.2,9,42.58,0,322,452,FALSE,0,-0.556,-0.03,-0.544,GPRS,4079,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036214,TRUE,45:25.0,-98.56684113,48.25507736,155,-314,1304,0,87,0,10,1.7,7,8.62,27.77777778,167,643,FALSE,0,-0.741,0.157,-0.549,GPRS,4074,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036215,TRUE,45:29.0,-98.05636597,47.28468704,-61,-202,1636,0,90,0,4,1.4,6,12.62,35.55555556,158,1047,FALSE,0,-0.75,0.362,-0.56,GPRS,4090,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036216,TRUE,45:57.0,-97.47271729,46.20239258,72,-299,495,0,91,0,7,1,7,40.45,33.33333333,157,985,FALSE,0,-0.755,0.388,-0.543,GPRS,4093,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036217,TRUE,45:44.0,-96.5675354,45.24289322,17,-366,562,0,89,0,9,0.9,10,27.45,33.88888889,133,779,FALSE,0,-0.602,0.546,-0.561,GPRS,4085,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036218,TRUE,45:44.0,-95.7234726,44.29654312,363,-197,1542,0,89,0,6,0.9,11,27.41,35.55555556,143,1170,FALSE,0,-0.73,0.383,-0.541,GPRS,4085,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
36204036219,TRUE,45:58.0,-95.30625153,43.22590256,132,-91,689,0,89,0,11,1,9,41.33,33.61111111,177,977,FALSE,0,-0.769,0.232,-0.516,GPRS,4085,gps,Anas platyrhynchos,223122,TNWR-9-M-YR1,Mallard Connectivity
